state_fips,county_fips,agency_or_structure_name,issue_type,service_structure_summary,implication_for_pipeline,source_links,note_status
55,,River Falls city,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the high_impact_full_fill_place lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#55:municipal:place:5568275,pending
22,,Franklin city,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the high_impact_full_fill_place lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#22:municipal:place:2227155,pending
17,,Schiller Park village,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the high_impact_full_fill_place lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#17:municipal:place:1768081,pending
17,,Centreville city,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the high_impact_full_fill_place lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#17:municipal:place:1712203,pending
36,,Westbury village,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the high_impact_full_fill_place lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#36:municipal:place:3679444,pending
39,,Greenville city,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the high_impact_full_fill_place lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#39:municipal:place:3932340,pending
12,,Groveland city,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the high_impact_full_fill_place lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#12:municipal:place:1227800,pending
12,,Starke city,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the high_impact_full_fill_place lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#12:municipal:place:1268525,pending
12,,New Smyrna Beach city,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the high_impact_full_fill_place lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#12:municipal:place:1248625,pending
22,,Youngsville city,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the high_impact_full_fill_place lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#22:municipal:place:2283335,pending
