# stage1_adjudications registry: token_reporters_adjudicated.csv
# source_registry: state/qa/stage1_adhoc_review/token_reporters_adjudicated.csv
# source_pass: pass 4 (apply_stage1_final_rulings.py) landing on passes 1-3
# rows: live rulings only (the per-class registries hold no superseded rows); the full
#   audit ledger with every superseded instance is state/qa/stage1_adhoc_review/rulings_full.csv
# target_year: 2024
# generated_by: scripts/review/source_audit/promote_stage1_adjudications_to_configs.py
# generated_at: 2026-07-30T01:16:56+00:00
# source_sha256: 0b1e46d6c12b253ff2a18f6b7236e0ed5be3b41ff66d921ce8a36f50bcda0fd6
# rows_written: 431
case_id,target_year,state,oris,verdict,downstream_action,believable_months,repair_value_hint,confidence,needs_review,detail
c-IA0550100-algona,2024,IA,IA0550100,token_reporting_flag,partial_year_uplift,,34,medium,0,"data_error / offense-stream dropout — explicitly NOT token_report_treat_as_partial, because there is no coverage deficit to uplift: CIUS, SRS and NIB all carry a full 12 of 12 months, and this agency has filed 12 full months every year since 2019. A partial-year uplift has nothing to multiply. The repair must be a history fill: recommended 2024 value ~34, the agency's own 2021-2023 median, with the within-2-years rule satisfied by the real 12-month 2023 report at 34. EST2024=12 (observed) is NOT a defensible repair. SEPARATE PRE-EXISTING ISSUE worth recording but not repairing here: Algona's whole series is mis-shaped — baseline aggravated assault of 19.5/yr is 368/100k (above the national rate and 50% of its own mix) while baseline larceny of 12.8/yr is only 242/100k against a national figure several times that. The agency looks to have been over-classifying assaults and under-capturing larceny across the entire span, so even the 34 fill sits at 727/100k against a peer median of 1,096.9/100k."
c-IL0170200-palestine,2024,IL,IL0170200,token_reporting_flag,treat_missing_repair,,7,high,0,"Not credible; packet-vocabulary verdict: structural_zero_treat_as_missing. The 2024 all-seven-zero is a non-report rendered as a complete year, not a measured zero. EST2024=0 [observed x7] is NOT a defensible repair - it publishes a non-report as a fact. Recommended basis: drop the 2024 row as a non-report and fill from the agency's own NIBRS-era filed full years (2022=7 at 12mo, 2023=8 at 12mo -> ~7-8), which independently agrees with the peer-band expectation (702.6/100k x 1,194 = 8.4). Do NOT fill from the 2018-19 SRS-era level (39/25); that regime ended at the ISP NIBRS transition. BATCH-WIDE DEFECT, surfaced here because it recurs in 8 of the 12 cases: the 2020 CIUS row for this ORI (14) is a 6-row publication with the LARCENY row absent, and because CIUS outranks SRS in the ladder the pipeline publishes it over the SRS submission (32) - 2020 under-published by ~56%. Same larceny-stripped 2020 CIUS row appears for Palestine (14 vs 32), Greenup (6 vs 19), Wayne (5 vs 7), Mazon (3 vs 11), Grant Park (3 vs 10), Round Lake Park (28 vs 52), Tower Lakes (1 vs 5) and Grand Ridge (0 vs 1). That is a systematic 2020 CIUS parse/publication defect for Illinois small agencies, not eight c"
c-KY0940000-owen,2024,KY,KY0940000,genuine_low_crime,accept_observed,,,medium,0,Keep 13; EST2024=13 defensible; do not substitute a 10-month uplift when NIBRS records a 12-month batch.
c-IL0570500-le-roy,2024,IL,IL0570500,token_reporting_flag,partial_year_uplift,,20,high,0,"token_report_treat_as_partial. EST2024 = 5 observed is NOT a defensible repair. Lane check answered: CIUS 5 = NIB 5 = SRS 5, so no larger equally-complete 2024 submission was discarded. Months believable: not determinable — the SRS 7-month figure is a content artifact, and x12/7 = 8.6 offenses is nowhere near sufficient, so do not repair by uplift. This is the cleanest own-history repair in the batch: the last real report is 2023, inside the 2-year window, and 2021-2023 are three consecutive genuine 12-month years at 29, 26 and 21. Recommend an own-history fill of ~20-26 (median 26; log-linear trend on 2018-2023 lands ~19-20), published as imputed. Peer-band cross-check agrees: 929.7 per 100k x 3,453 = ~32."
c-IL0821200-millstadt,2024,IL,IL0821200,token_reporting_flag,partial_year_uplift,,2,medium,0,"Treat 2024 as incomplete coverage; believable coverage is roughly 7 months. LADDER CHECK: all three lanes carry the identical vector 0/0/0/0/2/5/0 totalling 7 — CIUS 7/12mo, NIB 7/12mo, SRS 7/7mo — nothing larger was discarded. RECOMMENDED 2024 VALUE: coverage-adjusting gives 7 x 12/7 = 12, and the 2023 comparator adjusts to 13 x 12/11 = 14.2 — nearly identical, so on a like-for-like coverage basis 2024 is in line with 2023 and the published 7 is simply the uncorrected version of the same defect that 2023 also carries. A defensible repair is roughly 12-14, applied PER OFFENSE: the aggregate uplift alone leaves aggravated assault at zero against a baseline of 3.8 (P ~ 2.2%), rape at zero against 1.3 and MV theft at zero against 1.5, which is precisely the distortion the packet's own composition scorer flagged. Own-history fill is permitted (2022 and 2023 are real reports inside the recency window). Current EST2024 (reported 7 -> estimated 7) is not a defensible repair. BROADER FINDING: 2021-2023 carry the same month-coverage deficit (11, 8, 11 SRS months) and were published uncorrected; fixing only 2024 would create a false trend break."
c-NJ0142600-mount-arlington,2024,NJ,NJ0142600,token_reporting_flag,partial_year_uplift,,,high,0,"7 months of reporting; temporal repair 9x12/7=15.4, though offence-specific historical filling is preferable. EST2024=9 not defensible as a complete year."
c-PA0211400-mount-holly-springs,2024,PA,PA0211400,token_reporting_flag,treat_missing_repair,,7.1,high,0,"Mislabeled partial year AND a token filer — treat as MISSING rather than publishing either the observed value or a bare uplift. EST2024=1 [observedx7] is NOT defensible. Repair: key months_reported to the submission record (5), which removes the false complete/high standing. Mechanical uplift (1 x 12/5 = 2.4/yr) is also not a usable estimate: across those five 'reported' months larceny is 1 against a baseline of 17/yr (~7.1 expected, P(1)~0.6%) and burglary is 0 against ~2 expected, so the submitted months are largely zero-filled Return-A months — real content amounts to roughly 1 month. Fill ~12-19 Part-I/yr, point estimate ~15: own annualized history is 2018 27 (25 on 11 months), 2019 18.9, 2020 21, 2022 12, 2023 12 (median ~18.9), and the peer band gives 702.6/100k x 2,016 = 14.2. Own-history fill is permitted (2023 real report, in window)."
c-TX2230000-terry,2024,TX,TX2230000,genuine_low_crime,accept_observed,,,medium,0,"Sub-verdict: credible (the year should stand). EST2024 = 16 observed IS defensible; annualising the one missing Return-A month gives 17.5, a trivial correction not worth making. No repair needed and no fill. The screen fired only on c2 against a 2021-2023 baseline that contains this agency's own peak year, and no peer arm fired because 16 for 3,023 residents is 529 per 100k, above the sheriff band median of 356. If anything is worth a follow-up on this ORI it is confirming that the 11-vs-12 Return-A/NIBRS month gap in both 2022 and 2024 is the same recurring rendering quirk rather than a genuine dropped month — but that is a 1/12 question, not a credibility question."
c-KY0600000-knott,2024,KY,KY0600000,token_reporting_flag,partial_year_uplift,4,4,high,0,"~4 believable months; mechanical 3x12/4=9, though a stabilized history estimate is preferable since 9 is still far below ~26. EST2024=3 not defensible."
c-TX1270100-anson,2024,TX,TX1270100,token_reporting_flag,flag_review,,,high,0,"token_report_treat_as_partial / effectively structural: at most 1-2 months of 2024 are believable (the single MVT is roughly one month's worth of content, and SRS carries 1 month). Do not stand on 1. Recommended 2024 basis: own-history fill anchored on 2023, which is a real report inside the 2-year window - 2023 was 14 on 9 NIBRS months, annualising to 18.7, and the 2018/2020 full years were 20 and 28 (2018-2023 full-year median 24). Fill ~19-20. Note that straight 1-month annualisation (1 x 12 = 12) also beats the observed 1 but sits below every covered year this agency has ever filed, so own-history fill is the better repair. Pipeline EST2024 = 1 [observed x7] is NOT a defensible output. Ladder check requested by the screen: CIUS 1, NIB 1, SRS 1 all carry the same value, so the ladder did not discard a larger equally-complete submission - the small number is the only number, and the defect is the 12-month label, not lane choice."
c-MS0170600-walls,2024,MS,MS0170600,token_reporting_flag,treat_missing_repair,,,high,0,Structural incomplete-offence report; treat missing and estimate from valid recent history plus small municipal peers; do not annualize the single larceny cell. EST2024=1 not defensible.
c-TX0190100-de-kalb,2024,TX,TX0190100,token_reporting_flag,partial_year_uplift,,10,high,0,"Packet-level ruling: token_report_treat_as_partial, shading to non-substantive. Believable months of INCIDENT content: at most 1-2 (the year contains exactly one larceny). The only month accounting tied to content is SRS=4; the NIB 12-month figure is a batch-header count, not evidence of 12 months of incident data, and the CIUS 12-month label is the pipeline's blanket assumption, not a printed period field. EST2024=1 [observed] is NOT a defensible repair. Uplift is also not a repair: 1 x 12/4 = 3, still 13% of the agency's own baseline, and composition shows streams switched OFF rather than reduced (burglary 0 against a baseline of 9, aggravated assault 0 against 2.5, MVT 0 against 1, larceny 1 against 9.5), so scaling a single larceny cannot reconstruct the year. Correct basis: own-history fill, which is permitted here (real report in 2023, inside the 2-year window). Anchor on the most recent real level -- 2023 NIB 5 on 6 months, ~10/yr -- rather than the 2018-2023 full-year median of 23.5, which is pre-NIBRS and 5-6 years stale. Recommended 2024 estimate ~10 Part-I offences (defensible range 10-17, bracketed by 2023 annualised ~10 and 2020 annualised ~17), allocated unchanged to "
c-VT0090000-orange,2024,VT,VT0090000,token_reporting_flag,flag_review,,,high,0,"Packet-native verdict: structural_zero_treat_as_missing. EST2024 = 0 observed is NOT defensible as an observation. CRITICAL REPAIR CONSTRAINT: do NOT fill from own history (21-33 a year). The workload migrated to identifiable successor ORIs, so a fill would double-count crime already in the panel under other agencies - Randolph PD (VT0090100, re-established 2023, the very next case in this batch), the Windsor County Sheriff's Department (took over the Chelsea and Strafford contracts in January 2024), and the Vermont State Police. Correct handling: mark the agency-year structurally absent with zero mass and NO fill, then verify successor coverage of the Orange County footprint. Note the numerical stakes are small (this ORI is crosswalked w=1 to the Vermont nonmunicipal remainder, so publishing 0 adds nothing rather than subtracting), but the label matters and the same treatment is owed to 2023, whose value of 1 on a NIBRS 12-month header is the identical defect a year earlier. Multi-lane warning resolves negative (NIB 0/12mo, SRS 0/0mo, one submission)."
c-IA0020000-adams,2024,IA,IA0020000,token_reporting_flag,treat_missing_repair,,18,medium,0,"token_report_treat_as_partial. Believable coverage is roughly 2 months, not 12: 3 offenses against a baseline-year average of 25.8 is 12% of a year. EST2024=3 (observed) is NOT a defensible repair. Recommended 2024 value ~18-19 offenses, taken from the agency's own 2021-2023 median of 19 — the own-history fill is legitimate here because 2023 is a real 12-month report at 19, satisfying the within-2-years rule. Independent convergence supports the level: the sheriff peer median of 522.7/100k on population 3,522 gives 18.4, essentially the same number from a wholly separate basis. Do NOT annualize the 6-month SRS row (3 x 2 = 6) — that reproduces the same implausible level. Note the ladder did not discard a larger submission: SRS and NIB both carry 3 and are one submission rendered twice."
c-MI2368100-potterville,2024,MI,MI2368100,genuine_low_crime,accept_observed,,,medium,0,"Keep 5; EST2024=5 defensible, no partial-year uplift."
c-MI2712700-gogebic,2024,MI,MI2712700,token_reporting_flag,treat_missing_repair,10,10.8,medium,0,Treat as a 10-month report; annualize the seven-offence vector by 12/10 to ~10.8 (operationally 11). EST2024=9 not defensible.
c-NH0075000-warner,2024,NH,NH0075000,token_reporting_flag,partial_year_uplift,6,,high,0,6 believable months; annualize 6x12/6=12. EST2024=6 not defensible.
c-PA0080500-troy,2024,PA,PA0080500,token_reporting_flag,partial_year_uplift,,,high,0,One-month partial; month-ratio repair 1x12/1=12 applied by offence. EST2024=1 not defensible as a full-year value.
c-SD0230200-hot-springs,2024,SD,SD0230200,token_reporting_flag,treat_missing_repair,,1,high,0,"Not credible as published; treat as a multi-year Part-I under-capture, NOT a partial-month problem (state record shows all 12 months filed, so a months-ratio uplift would be misapplied). EST2024=8 is NOT a defensible output. Repair basis must NOT be own recent history: 2022 (17) and 2023 (12) are degraded by the same mechanism, so a hist_median of 12-17 would still be far too low. Use either (a) the SD state Group A offense report for SD0230200 at sdcrime.nibrs.com, or (b) a yield-based estimate: 160 submitted incidents x the ~18% Part-I/incident yield of comparable SD small agencies = ~29. Footprint unchanged (municipal place 4630220, Hot Springs city, w=1). The principled fix is to ingest SD as an SPUB lane rather than patch this ORI."
